Data,Hora,Tipo de ordem,Quantidade,Moeda,Quantidade USDT,Preco de compra,Preco de venda,Lucro/prejuizo,Variacao,Intervalo,Taxa de negociacao,Saldo USDT,Saldo final
2024-02-10,01:55:16,Compra,457.0017953321364,REQUSDT,50.91,0.1114,,,10.41,01:00:01,0.0,967.25,1018.16
2024-02-10,02:05:15,Venda,457.0017953321364,REQUSDT,50.0,0.1114,0.1094,-0.9099999999999966,-1.83,00:09:59,0.0,1017.25,1017.25
2024-02-10,03:35:16,Compra,60.16087059380175,SUPERUSDT,50.86,0.8454,,,10.30,01:00:01,0.0,966.39,1017.25
2024-02-10,04:20:15,Venda,60.16087059380175,SUPERUSDT,51.59,0.8454,0.8576,0.730000000000004,1.42,00:44:59,0.0,1017.98,1017.98
2024-02-10,06:20:13,Compra,431.72179813401186,REQUSDT,50.9,0.1179,,,10.69,01:00:00,0.0,967.08,1017.98
2024-02-10,06:25:16,Venda,431.72179813401186,REQUSDT,48.96,0.1179,0.1134,-1.9399999999999977,-3.97,00:05:03,0.0,1016.04,1016.04
2024-02-10,07:25:16,Compra,405.7507987220447,REQUSDT,50.8,0.1252,,,10.06,00:30:00,0.0,965.24,1016.04
2024-02-10,07:35:15,Venda,405.7507987220447,REQUSDT,49.95,0.1252,0.1231,-0.8499999999999943,-1.71,00:09:59,0.0,1015.19,1015.19
2024-02-10,08:05:16,Compra,377.11738484398217,REQUSDT,50.76,0.1346,,,10.55,00:10:00,0.0,964.43,1015.1899999999999
2024-02-10,08:25:15,Venda,377.11738484398217,REQUSDT,52.72,0.1346,0.1398,1.9600000000000009,3.72,00:19:59,0.0,1017.15,1017.15
2024-02-10,09:35:14,Compra,164.06451612903226,KMDUSDT,50.86,0.31,,,10.65,00:29:59,0.0,966.29,1017.15
2024-02-10,09:45:15,Venda,164.06451612903226,KMDUSDT,51.34,0.31,0.3129,0.480000000000004,0.93,00:10:01,0.0,1017.63,1017.63
2024-02-10,12:10:15,Compra,328.46998063266625,REQUSDT,50.88,0.1549,,,10.52,00:30:00,0.0,966.75,1017.63
2024-02-10,12:20:16,Venda,328.46998063266625,REQUSDT,48.78,0.1549,0.1485,-2.1000000000000014,-4.31,00:10:01,0.0,1015.53,1015.53
2024-02-10,12:50:16,Compra,2118.6582109479305,BEAMXUSDT,50.78,0.023968,,,10.43,00:30:00,0.0,964.75,1015.53
2024-02-10,13:10:19,Venda,2118.6582109479305,BEAMXUSDT,49.96,0.023968,0.023579,-0.8199999999999932,-1.65,00:20:03,0.0,1014.71,1014.71
2024-02-10,14:15:16,Compra,37.613046701260195,MULTIUSDT,50.74,1.349,,,11.79,00:05:00,0.0,963.97,1014.71
2024-02-10,14:20:14,Venda,37.613046701260195,MULTIUSDT,49.31,1.349,1.311,-1.4299999999999997,-2.90,00:04:58,0.0,1013.28,1013.28
2024-02-10,14:50:14,Compra,33.11111111111111,MULTIUSDT,50.66,1.53,,,12.61,00:10:00,0.0,962.62,1013.28
2024-02-10,15:10:16,Venda,33.11111111111111,MULTIUSDT,56.65,1.53,1.711,5.990000000000002,10.58,00:20:02,0.0,1019.27,1019.27
2024-02-10,15:30:15,Compra,143.18628828322562,MOBUSDT,50.96,0.3559,,,10.42,00:59:59,0.0,968.31,1019.27
2024-02-10,15:35:16,Venda,143.18628828322562,MOBUSDT,48.74,0.3559,0.3404,-2.219999999999999,-4.55,00:05:01,0.0,1017.05,1017.05
2024-02-10,15:40:15,Compra,27.575921908893708,FTTUSDT,50.85,1.844,,,12.71,01:00:00,0.0,966.2,1017.0500000000001
2024-02-10,15:50:15,Venda,27.575921908893708,FTTUSDT,49.64,1.844,1.8,-1.2100000000000009,-2.44,00:10:00,0.0,1015.84,1015.84
2024-02-10,19:15:15,Compra,87553.87002240993,SPELLUSDT,50.79,0.0005801,,,10.36,01:00:00,0.0,965.05,1015.8399999999999
2024-02-10,19:35:14,Venda,87553.87002240993,SPELLUSDT,51.55,0.0005801,0.0005888,0.759999999999998,1.48,00:19:59,0.0,1016.6,1016.6
2024-02-10,21:35:15,Compra,76898.63842662632,SPELLUSDT,50.83,0.000661,,,11.01,00:15:00,0.0,965.77,1016.6
2024-02-10,22:10:16,Venda,76898.63842662632,SPELLUSDT,52.11,0.000661,0.0006776,1.2800000000000011,2.45,00:35:01,0.0,1017.88,1017.88
